chr	start	end	miRNA
chr1	58326429	58326435	mir-1family
chr1	58326429	58326435	mir-1family
chr1	60220931	60220937	mir-1family
chr1	60220975	60220981	mir-1family
chr1	64577051	64577057	mir-1family
chr1	68537517	68537523	mir-1family
chr1	68537517	68537523	mir-1family
chr1	68607372	68607378	mir-1family
chr1	68607451	68607457	mir-1family
chr1	85865310	85865316	mir-1family
chr1	95687357	95687363	mir-1family
chr1	95687357	95687363	mir-1family
chr1	101552603	101552609	mir-1family
chr1	101552603	101552609	mir-1family
chr1	110140255	110140261	mir-1family
chr1	110958754	110958760	mir-1family
chr1	110958754	110958760	mir-1family
chr1	110958754	110958760	mir-1family
chr1	110958754	110958760	mir-1family
chr1	110958754	110958760	mir-1family
chr1	110958754	110958760	mir-1family
chr1	110958754	110958760	mir-1family
chr1	110958754	110958760	mir-1family
chr1	110958754	110958760	mir-1family
chr1	110958754	110958760	mir-1family
chr1	110999261	110999267	mir-1family
chr1	113237349	113237355	mir-1family
chr1	117569198	117569204	mir-1family
chr1	117569198	117569204	mir-1family
chr1	145498516	145498522	mir-1family
chr1	155170078	155170084	mir-1family
chr1	155170078	155170084	mir-1family
chr1	155170078	155170084	mir-1family
chr1	155170078	155170084	mir-1family
chr1	160919059	160919065	mir-1family
chr1	161056929	161056935	mir-1family
chr1	163131501	163131507	mir-1family
chr1	176176799	176176805	mir-1family
chr1	179514537	179514543	mir-1family
chr1	180239762	180239768	mir-1family
chr1	197411560	197411566	mir-1family
chr1	213991812	213991818	mir-1family
chr1	214140103	214140109	mir-1family
chr1	214140103	214140109	mir-1family
chr1	216074497	216074503	mir-1family
chr1	221006166	221006172	mir-1family
chr1	240928881	240928887	mir-1family
chr1	242373747	242373753	mir-1family
chr1	242373798	242373804	mir-1family
chr1	247910063	247910069	mir-1family
chr1	7430164	7430170	mir-1family
chr1	146156611	146156617	mir-1family
chr1	242373747	242373753	mir-1family
chr1	242373798	242373804	mir-1family
chr1	2282449	2282455	mir-1family
chr1	108923747	108923753	mir-1family
chr1	108923747	108923753	mir-1family
chr1	116941648	116941654	mir-1family
chr1	145116347	145116353	mir-1family
chr1	2483692	2483698	mir-1family
chr1	146682874	146682880	mir-1family
chr1	183430742	183430748	mir-1family
chr1	2483692	2483698	mir-1family
chr1	2486452	2486458	mir-1family
chr1	71953695	71953701	mir-1family
chr1	71953695	71953701	mir-1family
chr2	558260	558266	mir-1family
chr2	4699114	4699120	mir-1family
chr2	4699114	4699120	mir-1family
chr2	6870831	6870837	mir-1family
chr2	6870831	6870837	mir-1family
chr2	6870831	6870837	mir-1family
chr2	8063986	8063992	mir-1family
chr2	9249082	9249088	mir-1family
chr2	12855771	12855777	mir-1family
chr2	14369549	14369555	mir-1family
chr2	19168624	19168630	mir-1family
chr2	19168877	19168883	mir-1family
chr2	20102117	20102123	mir-1family
chr2	34956598	34956604	mir-1family
chr2	42120309	42120315	mir-1family
chr2	42159575	42159581	mir-1family
chr2	60054323	60054329	mir-1family
chr2	59960356	59960362	mir-1family
chr2	59960356	59960362	mir-1family
chr2	60586609	60586615	mir-1family
chr2	61075533	61075539	mir-1family
chr2	64431846	64431852	mir-1family
chr2	65130605	65130611	mir-1family
chr2	65958819	65958825	mir-1family
chr2	65958819	65958825	mir-1family
chr2	67523065	67523071	mir-1family
chr2	69063822	69063828	mir-1family
chr2	87755074	87755080	mir-1family
chr2	87755074	87755080	mir-1family
chr2	87755074	87755080	mir-1family
chr2	87755074	87755080	mir-1family
chr2	87755074	87755080	mir-1family
chr2	87755074	87755080	mir-1family
chr2	87779915	87779921	mir-1family
chr2	87755074	87755080	mir-1family
chr2	87779915	87779921	mir-1family
chr2	87779976	87779982	mir-1family
chr2	87755074	87755080	mir-1family
chr2	87779915	87779921	mir-1family
chr2	87779976	87779982	mir-1family
chr2	95880818	95880824	mir-1family
chr2	100866471	100866477	mir-1family
chr2	100867527	100867533	mir-1family
chr2	102103272	102103278	mir-1family
chr2	107979633	107979639	mir-1family
chr2	108441030	108441036	mir-1family
chr2	111144104	111144110	mir-1family
chr2	111468983	111468989	mir-1family
chr2	111474109	111474115	mir-1family
chr2	111965777	111965783	mir-1family
chr2	111996292	111996298	mir-1family
chr2	111969635	111969641	mir-1family
chr2	114272678	114272684	mir-1family
chr2	114737574	114737580	mir-1family
chr2	114737574	114737580	mir-1family
chr2	130031414	130031420	mir-1family
chr2	138863056	138863062	mir-1family
chr2	139258336	139258342	mir-1family
chr2	139258336	139258342	mir-1family
chr2	139228263	139228269	mir-1family
chr2	145780782	145780788	mir-1family
chr2	145780782	145780788	mir-1family
chr2	145780782	145780788	mir-1family
chr2	145780782	145780788	mir-1family
chr2	145780782	145780788	mir-1family
chr2	151491169	151491175	mir-1family
chr2	151491169	151491175	mir-1family
chr2	151491169	151491175	mir-1family
chr2	151491169	151491175	mir-1family
chr2	151491169	151491175	mir-1family
chr2	158592465	158592471	mir-1family
chr2	160551436	160551442	mir-1family
chr2	179267023	179267029	mir-1family
chr2	193508961	193508967	mir-1family
chr2	193508961	193508967	mir-1family
chr2	195238929	195238935	mir-1family
chr2	195238929	195238935	mir-1family
chr2	195238929	195238935	mir-1family
chr2	200523822	200523828	mir-1family
chr2	208110209	208110215	mir-1family
chr2	208110209	208110215	mir-1family
chr2	208687168	208687174	mir-1family
chr2	216344916	216344922	mir-1family
chr2	216401352	216401358	mir-1family
chr2	217083759	217083765	mir-1family
chr2	217083759	217083765	mir-1family
chr2	220551048	220551054	mir-1family
chr2	231555899	231555905	mir-1family
chr2	239649259	239649265	mir-1family
chr2	198728	198734	mir-1family
chr2	682106	682112	mir-1family
chr2	5824639	5824645	mir-1family
chr2	5824639	5824645	mir-1family
chr2	27285636	27285642	mir-1family
chr2	38177478	38177484	mir-1family
chr2	38358748	38358754	mir-1family
chr2	38358748	38358754	mir-1family
chr2	40341814	40341820	mir-1family
chr2	47295689	47295695	mir-1family
chr2	54747483	54747489	mir-1family
chr2	56402204	56402210	mir-1family
chr2	56402204	56402210	mir-1family
chr2	61711083	61711089	mir-1family
chr2	63275609	63275615	mir-1family
chr2	64428927	64428933	mir-1family
chr2	64479677	64479683	mir-1family
chr2	65279994	65280000	mir-1family
chr2	74185296	74185302	mir-1family
chr2	74185296	74185302	mir-1family
chr2	74620606	74620612	mir-1family
chr2	74729267	74729273	mir-1family
chr2	75414602	75414608	mir-1family
chr2	75414691	75414697	mir-1family
chr2	86051864	86051870	mir-1family
chr2	88931193	88931199	mir-1family
chr2	88931193	88931199	mir-1family
chr2	98287115	98287121	mir-1family
chr2	98287115	98287121	mir-1family
chr2	98287115	98287121	mir-1family
chr2	98287115	98287121	mir-1family
chr2	98287115	98287121	mir-1family
chr2	98287115	98287121	mir-1family
chr2	102796384	102796390	mir-1family
chr2	144229580	144229586	mir-1family
chr2	144532770	144532776	mir-1family
chr2	167056159	167056165	mir-1family
chr2	167997413	167997419	mir-1family
chr2	169630787	169630793	mir-1family
chr2	171674369	171674375	mir-1family
chr2	171674369	171674375	mir-1family
chr2	173368748	173368754	mir-1family
chr2	177038373	177038379	mir-1family
chr2	186648750	186648756	mir-1family
chr2	191564494	191564500	mir-1family
chr2	191564494	191564500	mir-1family
chr2	192900944	192900950	mir-1family
chr2	192900944	192900950	mir-1family
chr2	192908542	192908548	mir-1family
chr2	192900944	192900950	mir-1family
chr2	206621280	206621286	mir-1family
chr2	206621280	206621286	mir-1family
chr2	223782131	223782137	mir-1family
chr2	228110831	228110837	mir-1family
chr2	234602222	234602228	mir-1family
chr2	241523045	241523051	mir-1family
chr2	242749965	242749971	mir-1family
chr2	28619748	28619754	mir-1family
chr2	65601232	65601238	mir-1family
chr2	158990439	158990445	mir-1family
chr2	89165313	89165319	mir-1family
chr2	7569645	7569651	mir-1family
chr2	13107459	13107465	mir-1family
chr2	200773286	200773292	mir-1family
chr2	7054434	7054440	mir-1family
chr2	7054441	7054447	mir-1family
chr2	7054434	7054440	mir-1family
chr2	7054441	7054447	mir-1family
chr2	166805643	166805649	mir-1family
chr3	2152145	2152151	mir-1family
chr3	4793129	4793135	mir-1family
chr3	6774140	6774146	mir-1family
chr3	14841448	14841454	mir-1family
chr3	27754886	27754892	mir-1family
chr3	34310050	34310056	mir-1family
chr3	38532530	38532536	mir-1family
chr3	40509833	40509839	mir-1family
chr3	44158975	44158981	mir-1family
chr3	44158984	44158990	mir-1family
chr3	44159137	44159143	mir-1family
chr3	44162926	44162932	mir-1family
chr3	44163314	44163320	mir-1family
chr3	63088457	63088463	mir-1family
chr3	72222643	72222649	mir-1family
chr3	74053599	74053605	mir-1family
chr3	84687589	84687595	mir-1family
chr3	106966104	106966110	mir-1family
chr3	107043191	107043197	mir-1family
chr3	107855758	107855764	mir-1family
chr3	112861548	112861554	mir-1family
chr3	129809770	129809776	mir-1family
chr3	137494037	137494043	mir-1family
chr3	137494037	137494043	mir-1family
chr3	137511529	137511535	mir-1family
chr3	137513224	137513230	mir-1family
chr3	140584212	140584218	mir-1family
chr3	147724403	147724409	mir-1family
chr3	155011758	155011764	mir-1family
chr3	167621200	167621206	mir-1family
chr3	167621200	167621206	mir-1family
chr3	167621200	167621206	mir-1family
chr3	167621200	167621206	mir-1family
chr3	167621200	167621206	mir-1family
chr3	177040675	177040681	mir-1family
chr3	181724089	181724095	mir-1family
chr3	187720018	187720024	mir-1family
chr3	194003814	194003820	mir-1family
chr3	5228644	5228650	mir-1family
chr3	10002226	10002232	mir-1family
chr3	14963882	14963888	mir-1family
chr3	29658245	29658251	mir-1family
chr3	37285359	37285365	mir-1family
chr3	38493911	38493917	mir-1family
chr3	64083869	64083875	mir-1family
chr3	64184742	64184748	mir-1family
chr3	64573527	64573533	mir-1family
chr3	113954428	113954434	mir-1family
chr3	118666024	118666030	mir-1family
chr3	123304479	123304485	mir-1family
chr3	123304479	123304485	mir-1family
chr3	123304479	123304485	mir-1family
chr3	146644411	146644417	mir-1family
chr3	148571983	148571989	mir-1family
chr3	150798086	150798092	mir-1family
chr3	159906684	159906690	mir-1family
chr3	159729779	159729785	mir-1family
chr3	178253615	178253621	mir-1family
chr3	179116900	179116906	mir-1family
chr3	186572216	186572222	mir-1family
chr3	189862478	189862484	mir-1family
chr3	194310840	194310846	mir-1family
chr3	194310840	194310846	mir-1family
chr3	194310840	194310846	mir-1family
chr3	54667682	54667688	mir-1family
chr3	12226411	12226417	mir-1family
chr3	12226411	12226417	mir-1family
chr3	50258274	50258280	mir-1family
chr3	50258274	50258280	mir-1family
chr3	193728097	193728103	mir-1family
chr3	18633292	18633298	mir-1family
chr3	62304373	62304379	mir-1family
chr4	2430848	2430854	mir-1family
chr4	2439814	2439820	mir-1family
chr4	8325596	8325602	mir-1family
chr4	8357268	8357274	mir-1family
chr4	11803990	11803996	mir-1family
chr4	17177716	17177722	mir-1family
chr4	23724942	23724948	mir-1family
chr4	27209852	27209858	mir-1family
chr4	43460756	43460762	mir-1family
chr4	44019313	44019319	mir-1family
chr4	44023087	44023093	mir-1family
chr4	47844003	47844009	mir-1family
chr4	56703529	56703535	mir-1family
chr4	62291036	62291042	mir-1family
chr4	64009060	64009066	mir-1family
chr4	80496591	80496597	mir-1family
chr4	80496591	80496597	mir-1family
chr4	80617711	80617717	mir-1family
chr4	103340012	103340018	mir-1family
chr4	103340012	103340018	mir-1family
chr4	103340012	103340018	mir-1family
chr4	103340012	103340018	mir-1family
chr4	118237292	118237298	mir-1family
chr4	118281957	118281963	mir-1family
chr4	118281957	118281963	mir-1family
chr4	119991178	119991184	mir-1family
chr4	120885276	120885282	mir-1family
chr4	129489284	129489290	mir-1family
chr4	136042568	136042574	mir-1family
chr4	142240950	142240956	mir-1family
chr4	145429789	145429795	mir-1family
chr4	147032406	147032412	mir-1family
chr4	150135918	150135924	mir-1family
chr4	153457971	153457977	mir-1family
chr4	153457971	153457977	mir-1family
chr4	156207376	156207382	mir-1family
chr4	157507202	157507208	mir-1family
chr4	171664142	171664148	mir-1family
chr4	174907930	174907936	mir-1family
chr4	184020088	184020094	mir-1family
chr4	184020088	184020094	mir-1family
chr4	185776808	185776814	mir-1family
chr4	185776808	185776814	mir-1family
chr4	185820590	185820596	mir-1family
chr4	185820590	185820596	mir-1family
chr4	188226758	188226764	mir-1family
chr4	188535012	188535018	mir-1family
chr4	190701669	190701675	mir-1family
chr4	190785610	190785616	mir-1family
chr4	4639532	4639538	mir-1family
chr4	16228722	16228728	mir-1family
chr4	16228722	16228728	mir-1family
chr4	16228722	16228728	mir-1family
chr4	16228722	16228728	mir-1family
chr4	38614785	38614791	mir-1family
chr4	53816560	53816566	mir-1family
chr4	58071558	58071564	mir-1family
chr4	58071558	58071564	mir-1family
chr4	68597490	68597496	mir-1family
chr4	68582730	68582736	mir-1family
chr4	75892882	75892888	mir-1family
chr4	99421357	99421363	mir-1family
chr4	100075791	100075797	mir-1family
chr4	100222211	100222217	mir-1family
chr4	100222211	100222217	mir-1family
chr4	108862139	108862145	mir-1family
chr4	159122760	159122766	mir-1family
chr4	174480279	174480285	mir-1family
chr4	174480279	174480285	mir-1family
chr4	178597664	178597670	mir-1family
chr4	187349889	187349895	mir-1family
chr4	3949609	3949615	mir-1family
chr4	85927506	85927512	mir-1family
chr4	85927506	85927512	mir-1family
chr4	109094757	109094763	mir-1family
chr4	139096908	139096914	mir-1family
chr5	1363787	1363793	mir-1family
chr5	1363787	1363793	mir-1family
chr5	1968812	1968818	mir-1family
chr5	2737856	2737862	mir-1family
chr5	4033853	4033859	mir-1family
chr5	6671223	6671229	mir-1family
chr5	9550181	9550187	mir-1family
chr5	10196465	10196471	mir-1family
chr5	10196465	10196471	mir-1family
chr5	10502788	10502794	mir-1family
chr5	10777091	10777097	mir-1family
chr5	27494270	27494276	mir-1family
chr5	32958748	32958754	mir-1family
chr5	32958748	32958754	mir-1family
chr5	37948033	37948039	mir-1family
chr5	38720312	38720318	mir-1family
chr5	38736369	38736375	mir-1family
chr5	59819009	59819015	mir-1family
chr5	59819288	59819294	mir-1family
chr5	61181877	61181883	mir-1family
chr5	65803443	65803449	mir-1family
chr5	67095828	67095834	mir-1family
chr5	68322822	68322828	mir-1family
chr5	72251198	72251204	mir-1family
chr5	75379909	75379915	mir-1family
chr5	86044672	86044678	mir-1family
chr5	90522629	90522635	mir-1family
chr5	92179442	92179448	mir-1family
chr5	96559267	96559273	mir-1family
chr5	99737468	99737474	mir-1family
chr5	103819948	103819954	mir-1family
chr5	107038005	107038011	mir-1family
chr5	111966262	111966268	mir-1family
chr5	111966262	111966268	mir-1family
chr5	115027175	115027181	mir-1family
chr5	117857168	117857174	mir-1family
chr5	121657034	121657040	mir-1family
chr5	122035448	122035454	mir-1family
chr5	122035448	122035454	mir-1family
chr5	133562779	133562785	mir-1family
chr5	133828079	133828085	mir-1family
chr5	148442882	148442888	mir-1family
chr5	148804989	148804995	mir-1family
chr5	148804989	148804995	mir-1family
chr5	148806673	148806679	mir-1family
chr5	148804989	148804995	mir-1family
chr5	164648323	164648329	mir-1family
chr5	166543401	166543407	mir-1family
chr5	173001969	173001975	mir-1family
chr5	17131895	17131901	mir-1family
chr5	38345617	38345623	mir-1family
chr5	43287867	43287873	mir-1family
chr5	43288724	43288730	mir-1family
chr5	43290609	43290615	mir-1family
chr5	43290778	43290784	mir-1family
chr5	54578953	54578959	mir-1family
chr5	68426215	68426221	mir-1family
chr5	74162842	74162848	mir-1family
chr5	76382664	76382670	mir-1family
chr5	76382664	76382670	mir-1family
chr5	76382664	76382670	mir-1family
chr5	76382664	76382670	mir-1family
chr5	76382664	76382670	mir-1family
chr5	114955793	114955799	mir-1family
chr5	114955793	114955799	mir-1family
chr5	121647058	121647064	mir-1family
chr5	124073369	124073375	mir-1family
chr5	135470108	135470114	mir-1family
chr5	137372100	137372106	mir-1family
chr5	140480202	140480208	mir-1family
chr5	157110034	157110040	mir-1family
chr5	162465281	162465287	mir-1family
chr5	168093597	168093603	mir-1family
chr5	168450701	168450707	mir-1family
chr5	168450701	168450707	mir-1family
chr5	173007328	173007334	mir-1family
chr5	173007328	173007334	mir-1family
chr5	176866977	176866983	mir-1family
chr5	180688304	180688310	mir-1family
chr5	180688304	180688310	mir-1family
chr5	180688304	180688310	mir-1family
chr6	775413	775419	mir-1family
chr6	775454	775460	mir-1family
chr6	905738	905744	mir-1family
chr6	3624025	3624031	mir-1family
chr6	3907908	3907914	mir-1family
chr6	5042856	5042862	mir-1family
chr6	5042856	5042862	mir-1family
chr6	10743654	10743660	mir-1family
chr6	11811202	11811208	mir-1family
chr6	14283222	14283228	mir-1family
chr6	19802667	19802673	mir-1family
chr6	21665162	21665168	mir-1family
chr6	22222043	22222049	mir-1family
chr6	28616382	28616388	mir-1family
chr6	53860094	53860100	mir-1family
chr6	91056441	91056447	mir-1family
chr6	92339653	92339659	mir-1family
chr6	93812827	93812833	mir-1family
chr6	113678443	113678449	mir-1family
chr6	114189878	114189884	mir-1family
chr6	135027213	135027219	mir-1family
chr6	137995233	137995239	mir-1family
chr6	147269792	147269798	mir-1family
chr6	147270403	147270409	mir-1family
chr6	164505229	164505235	mir-1family
chr6	170189741	170189747	mir-1family
chr6	3068922	3068928	mir-1family
chr6	5452100	5452106	mir-1family
chr6	6361001	6361007	mir-1family
chr6	10415742	10415748	mir-1family
chr6	10415742	10415748	mir-1family
chr6	10513901	10513907	mir-1family
chr6	29969194	29969200	mir-1family
chr6	29970073	29970079	mir-1family
chr6	29969194	29969200	mir-1family
chr6	29970073	29970079	mir-1family
chr6	29969194	29969200	mir-1family
chr6	29970073	29970079	mir-1family
chr6	29970962	29970968	mir-1family
chr6	29977505	29977511	mir-1family
chr6	29969194	29969200	mir-1family
chr6	29970073	29970079	mir-1family
chr6	29980641	29980647	mir-1family
chr6	29981932	29981938	mir-1family
chr6	30023497	30023503	mir-1family
chr6	30484186	30484192	mir-1family
chr6	32233065	32233071	mir-1family
chr6	79943999	79944005	mir-1family
chr6	88410283	88410289	mir-1family
chr6	111813652	111813658	mir-1family
chr6	114792664	114792670	mir-1family
chr6	138178625	138178631	mir-1family
chr6	146136167	146136173	mir-1family
chr6	146204950	146204956	mir-1family
chr7	1627295	1627301	mir-1family
chr7	3123194	3123200	mir-1family
chr7	7780694	7780700	mir-1family
chr7	13379030	13379036	mir-1family
chr7	15881789	15881795	mir-1family
chr7	22689637	22689643	mir-1family
chr7	35772073	35772079	mir-1family
chr7	35772073	35772079	mir-1family
chr7	50907244	50907250	mir-1family
chr7	56550966	56550972	mir-1family
chr7	65864723	65864729	mir-1family
chr7	100108737	100108743	mir-1family
chr7	109202819	109202825	mir-1family
chr7	115319533	115319539	mir-1family
chr7	125563844	125563850	mir-1family
chr7	130475756	130475762	mir-1family
chr7	130615776	130615782	mir-1family
chr7	141116062	141116068	mir-1family
chr7	153097341	153097347	mir-1family
chr7	1121803	1121809	mir-1family
chr7	2986309	2986315	mir-1family
chr7	3303809	3303815	mir-1family
chr7	24236417	24236423	mir-1family
chr7	27193778	27193784	mir-1family
chr7	27240388	27240394	mir-1family
chr7	27240388	27240394	mir-1family
chr7	27240388	27240394	mir-1family
chr7	27240388	27240394	mir-1family
chr7	39988483	39988489	mir-1family
chr7	40578641	40578647	mir-1family
chr7	41751442	41751448	mir-1family
chr7	41751442	41751448	mir-1family
chr7	41752455	41752461	mir-1family
chr7	55249296	55249302	mir-1family
chr7	94784298	94784304	mir-1family
chr7	96596481	96596487	mir-1family
chr7	96596481	96596487	mir-1family
chr7	96596481	96596487	mir-1family
chr7	96596481	96596487	mir-1family
chr7	96596481	96596487	mir-1family
chr7	100190562	100190568	mir-1family
chr7	100190562	100190568	mir-1family
chr7	116785570	116785576	mir-1family
chr7	116785570	116785576	mir-1family
chr7	116785570	116785576	mir-1family
chr7	116785570	116785576	mir-1family
chr7	116962238	116962244	mir-1family
chr7	124032986	124032992	mir-1family
chr7	126855191	126855197	mir-1family
chr7	126855191	126855197	mir-1family
chr7	132534297	132534303	mir-1family
chr7	153789427	153789433	mir-1family
chr7	156447107	156447113	mir-1family
chr7	22612717	22612723	mir-1family
chr7	23141559	23141565	mir-1family
chr7	34388191	34388197	mir-1family
chr7	76634903	76634909	mir-1family
chr7	76634903	76634909	mir-1family
chr7	86780950	86780956	mir-1family
chr7	86780950	86780956	mir-1family
chr7	91829428	91829434	mir-1family
chr7	106280336	106280342	mir-1family
chr7	107383724	107383730	mir-1family
chr7	124720829	124720835	mir-1family
chr7	124720829	124720835	mir-1family
chr7	128521135	128521141	mir-1family
chr7	107383724	107383730	mir-1family
chr7	158820935	158820941	mir-1family
chr7	74103532	74103538	mir-1family
chr7	74114204	74114210	mir-1family
chr8	424505	424511	mir-1family
chr8	1317775	1317781	mir-1family
chr8	5894250	5894256	mir-1family
chr8	7177220	7177226	mir-1family
chr8	7182811	7182817	mir-1family
chr8	9060044	9060050	mir-1family
chr8	9060044	9060050	mir-1family
chr8	9190995	9191001	mir-1family
chr8	20832454	20832460	mir-1family
chr8	33831430	33831436	mir-1family
chr8	33831430	33831436	mir-1family
chr8	47842475	47842481	mir-1family
chr8	49510048	49510054	mir-1family
chr8	52935203	52935209	mir-1family
chr8	56439076	56439082	mir-1family
chr8	61547242	61547248	mir-1family
chr8	64128960	64128966	mir-1family
chr8	64691937	64691943	mir-1family
chr8	67105512	67105518	mir-1family
chr8	67105512	67105518	mir-1family
chr8	67105512	67105518	mir-1family
chr8	67105512	67105518	mir-1family
chr8	74640056	74640062	mir-1family
chr8	80226505	80226511	mir-1family
chr8	90729897	90729903	mir-1family
chr8	96998625	96998631	mir-1family
chr8	102274069	102274075	mir-1family
chr8	103820020	103820026	mir-1family
chr8	104012353	104012359	mir-1family
chr8	123989455	123989461	mir-1family
chr8	128404759	128404765	mir-1family
chr8	131611261	131611267	mir-1family
chr8	136246432	136246438	mir-1family
chr8	140472592	140472598	mir-1family
chr8	141537821	141537827	mir-1family
chr8	144063242	144063248	mir-1family
chr8	144684816	144684822	mir-1family
chr8	9413057	9413063	mir-1family
chr8	9909625	9909631	mir-1family
chr8	11413960	11413966	mir-1family
chr8	22939717	22939723	mir-1family
chr8	63937400	63937406	mir-1family
chr8	91661678	91661684	mir-1family
chr8	124996616	124996622	mir-1family
chr8	135610747	135610753	mir-1family
chr8	144362948	144362954	mir-1family
chr8	3231159	3231165	mir-1family
chr8	10963045	10963051	mir-1family
chr8	143740745	143740751	mir-1family
chr8	143740745	143740751	mir-1family
chr8	22614841	22614847	mir-1family
chr8	23220698	23220704	mir-1family
chr8	93728195	93728201	mir-1family
chr9	3198472	3198478	mir-1family
chr9	31381383	31381389	mir-1family
chr9	33605026	33605032	mir-1family
chr9	33605026	33605032	mir-1family
chr9	33605026	33605032	mir-1family
chr9	42473964	42473970	mir-1family
chr9	42473964	42473970	mir-1family
chr9	42473964	42473970	mir-1family
chr9	42473964	42473970	mir-1family
chr9	42473964	42473970	mir-1family
chr9	42473964	42473970	mir-1family
chr9	42473964	42473970	mir-1family
chr9	42473964	42473970	mir-1family
chr9	43032142	43032148	mir-1family
chr9	70945159	70945165	mir-1family
chr9	70945159	70945165	mir-1family
chr9	70945159	70945165	mir-1family
chr9	84546296	84546302	mir-1family
chr9	84561388	84561394	mir-1family
chr9	84561388	84561394	mir-1family
chr9	93763997	93764003	mir-1family
chr9	93881434	93881440	mir-1family
chr9	93922064	93922070	mir-1family
chr9	93926137	93926143	mir-1family
chr9	97095149	97095155	mir-1family
chr9	98790154	98790160	mir-1family
chr9	98790154	98790160	mir-1family
chr9	106855341	106855347	mir-1family
chr9	115875933	115875939	mir-1family
chr9	115875933	115875939	mir-1family
chr9	120410907	120410913	mir-1family
chr9	132266988	132266994	mir-1family
chr9	139142505	139142511	mir-1family
chr9	3900987	3900993	mir-1family
chr9	4305596	4305602	mir-1family
chr9	32634187	32634193	mir-1family
chr9	33733035	33733041	mir-1family
chr9	33733035	33733041	mir-1family
chr9	37007797	37007803	mir-1family
chr9	72701480	72701486	mir-1family
chr9	97876467	97876473	mir-1family
chr9	101629370	101629376	mir-1family
chr9	101631815	101631821	mir-1family
chr9	125381801	125381807	mir-1family
chr9	126768907	126768913	mir-1family
chr9	130578787	130578793	mir-1family
chr9	131303400	131303406	mir-1family
chr9	136477791	136477797	mir-1family
chr9	4071366	4071372	mir-1family
chr9	13276675	13276681	mir-1family
chr9	90168814	90168820	mir-1family
