chr	start	end	miRNA
chr3	37285359	37285366	mir-1family
chr3	64573527	64573534	mir-1family
chr3	118666024	118666031	mir-1family
chr3	146644411	146644418	mir-1family
chr3	159906684	159906691	mir-1family
chr3	189862478	189862485	mir-1family
chr3	194310840	194310847	mir-1family
chr3	194310840	194310847	mir-1family
chr3	194310840	194310847	mir-1family
chr3	50258274	50258281	mir-1family
chr3	50258274	50258281	mir-1family
chr3	18633292	18633299	mir-1family
chr3	62304373	62304380	mir-1family
chr4	2430848	2430855	mir-1family
chr4	11803990	11803997	mir-1family
chr4	27209852	27209859	mir-1family
chr4	44023087	44023094	mir-1family
chr4	47844003	47844010	mir-1family
chr4	62291036	62291043	mir-1family
chr4	80617711	80617718	mir-1family
chr4	103340012	103340019	mir-1family
chr4	103340012	103340019	mir-1family
chr4	103340012	103340019	mir-1family
chr4	103340012	103340019	mir-1family
chr4	118237292	118237299	mir-1family
chr4	120885276	120885283	mir-1family
chr4	136042568	136042575	mir-1family
chr4	147032406	147032413	mir-1family
chr4	150135918	150135925	mir-1family
chr4	156207376	156207383	mir-1family
chr4	174907930	174907937	mir-1family
chr4	185776808	185776815	mir-1family
chr4	185776808	185776815	mir-1family
chr4	190785610	190785617	mir-1family
chr4	4639532	4639539	mir-1family
chr4	38614785	38614792	mir-1family
chr4	68597490	68597497	mir-1family
chr4	75892882	75892889	mir-1family
chr4	159122760	159122767	mir-1family
chr4	174480279	174480286	mir-1family
chr4	174480279	174480286	mir-1family
chr4	109094757	109094764	mir-1family
chr5	1363787	1363794	mir-1family
chr5	1363787	1363794	mir-1family
chr5	4033853	4033860	mir-1family
chr5	27494270	27494277	mir-1family
chr5	32958748	32958755	mir-1family
chr5	32958748	32958755	mir-1family
chr5	37948033	37948040	mir-1family
chr5	59819009	59819016	mir-1family
chr5	59819288	59819295	mir-1family
chr5	61181877	61181884	mir-1family
chr5	65803443	65803450	mir-1family
chr5	67095828	67095835	mir-1family
chr5	68322822	68322829	mir-1family
chr5	92179442	92179449	mir-1family
chr5	111966262	111966269	mir-1family
chr5	111966262	111966269	mir-1family
chr5	115027175	115027182	mir-1family
chr5	121657034	121657041	mir-1family
chr5	122035448	122035455	mir-1family
chr5	122035448	122035455	mir-1family
chr5	133562779	133562786	mir-1family
chr5	166543401	166543408	mir-1family
chr5	38345617	38345624	mir-1family
chr5	43287867	43287874	mir-1family
chr5	43288724	43288731	mir-1family
chr5	43290609	43290616	mir-1family
chr5	54578953	54578960	mir-1family
chr5	68426215	68426222	mir-1family
chr5	121647058	121647065	mir-1family
chr5	135470108	135470115	mir-1family
chr5	162465281	162465288	mir-1family
chr5	168093597	168093604	mir-1family
chr5	168450701	168450708	mir-1family
chr5	168450701	168450708	mir-1family
chr5	173007328	173007335	mir-1family
chr5	173007328	173007335	mir-1family
chr6	14283222	14283229	mir-1family
chr6	28616382	28616389	mir-1family
chr6	91056441	91056448	mir-1family
chr6	93812827	93812834	mir-1family
chr6	135027213	135027220	mir-1family
chr6	147270403	147270410	mir-1family
chr6	10513901	10513908	mir-1family
chr6	29969194	29969201	mir-1family
chr6	29969194	29969201	mir-1family
chr6	29969194	29969201	mir-1family
chr6	29969194	29969201	mir-1family
chr6	29981932	29981939	mir-1family
chr6	30023497	30023504	mir-1family
chr6	30484186	30484193	mir-1family
chr6	32233065	32233072	mir-1family
chr6	79943999	79944006	mir-1family
chr6	111813652	111813659	mir-1family
chr6	146204950	146204957	mir-1family
chr7	7780694	7780701	mir-1family
chr7	22689637	22689644	mir-1family
chr7	35772073	35772080	mir-1family
chr7	35772073	35772080	mir-1family
chr7	50907244	50907251	mir-1family
chr7	100108737	100108744	mir-1family
chr7	125563844	125563851	mir-1family
chr7	130615776	130615783	mir-1family
chr7	1121803	1121810	mir-1family
chr7	2986309	2986316	mir-1family
chr7	24236417	24236424	mir-1family
chr7	27240388	27240395	mir-1family
chr7	27240388	27240395	mir-1family
chr7	27240388	27240395	mir-1family
chr7	27240388	27240395	mir-1family
chr7	39988483	39988490	mir-1family
chr7	40578641	40578648	mir-1family
chr7	41751442	41751449	mir-1family
chr7	41751442	41751449	mir-1family
chr7	41752455	41752462	mir-1family
chr7	100190562	100190569	mir-1family
chr7	100190562	100190569	mir-1family
chr7	116962238	116962245	mir-1family
chr7	124032986	124032993	mir-1family
chr7	132534297	132534304	mir-1family
chr7	153789427	153789434	mir-1family
chr7	22612717	22612724	mir-1family
chr7	91829428	91829435	mir-1family
chr7	124720829	124720836	mir-1family
chr7	124720829	124720836	mir-1family
chr7	158820935	158820942	mir-1family
chr8	5894250	5894257	mir-1family
chr8	7177220	7177227	mir-1family
chr8	9190995	9191002	mir-1family
chr8	47842475	47842482	mir-1family
chr8	56439076	56439083	mir-1family
chr8	64128960	64128967	mir-1family
chr8	64691937	64691944	mir-1family
chr8	67105512	67105519	mir-1family
chr8	67105512	67105519	mir-1family
chr8	67105512	67105519	mir-1family
chr8	67105512	67105519	mir-1family
chr8	90729897	90729904	mir-1family
chr8	103820020	103820027	mir-1family
chr8	123989455	123989462	mir-1family
chr8	140472592	140472599	mir-1family
chr8	22939717	22939724	mir-1family
chr9	33605026	33605033	mir-1family
chr9	33605026	33605033	mir-1family
chr9	33605026	33605033	mir-1family
chr9	93763997	93764004	mir-1family
chr9	97095149	97095156	mir-1family
chr9	106855341	106855348	mir-1family
chr9	120410907	120410914	mir-1family
chr9	3900987	3900994	mir-1family
chr9	33733035	33733042	mir-1family
chr9	33733035	33733042	mir-1family
chr9	97876467	97876474	mir-1family
chr9	101631815	101631822	mir-1family
chr9	125381801	125381808	mir-1family
chr9	136477791	136477798	mir-1family
chr9	4071366	4071373	mir-1family
chr9	13276675	13276682	mir-1family
chr10	2488493	2488500	mir-1family
chr10	2488493	2488500	mir-1family
chr10	2488493	2488500	mir-1family
chr10	4426471	4426478	mir-1family
chr10	6884446	6884453	mir-1family
chr10	6884610	6884617	mir-1family
chr10	6884686	6884693	mir-1family
chr10	6884724	6884731	mir-1family
chr10	22509801	22509808	mir-1family
chr10	26939611	26939618	mir-1family
chr10	26939611	26939618	mir-1family
chr10	28338395	28338402	mir-1family
chr10	34055700	34055707	mir-1family
chr10	43200586	43200593	mir-1family
chr10	47151054	47151061	mir-1family
chr10	47151054	47151061	mir-1family
chr10	52724746	52724753	mir-1family
chr10	107943582	107943589	mir-1family
chr10	33502625	33502632	mir-1family
chr10	78663566	78663573	mir-1family
chr10	101686947	101686954	mir-1family
chr10	102095370	102095377	mir-1family
chr11	1054316	1054323	mir-1family
chr11	65198512	65198519	mir-1family
chr11	65210554	65210561	mir-1family
chr11	65272156	65272163	mir-1family
chr11	65272377	65272384	mir-1family
chr11	82428855	82428862	mir-1family
chr11	82807151	82807158	mir-1family
chr11	126971123	126971130	mir-1family
chr11	8057355	8057362	mir-1family
chr11	18961127	18961134	mir-1family
chr11	35236410	35236417	mir-1family
chr11	68785441	68785448	mir-1family
chr11	114233517	114233524	mir-1family
chr11	123063748	123063755	mir-1family
chr11	115268015	115268022	mir-1family
chr11	115268015	115268022	mir-1family
chr11	115268015	115268022	mir-1family
chr12	9548825	9548832	mir-1family
chr12	10928575	10928582	mir-1family
chr12	24927032	24927039	mir-1family
chr12	42159360	42159367	mir-1family
chr12	44112948	44112955	mir-1family
chr12	50304780	50304787	mir-1family
chr12	50304780	50304787	mir-1family
chr12	50304780	50304787	mir-1family
chr12	68116310	68116317	mir-1family
chr12	72192893	72192900	mir-1family
chr12	81164143	81164150	mir-1family
chr12	90343430	90343437	mir-1family
chr12	103203911	103203918	mir-1family
chr12	128605417	128605424	mir-1family
chr12	273846	273853	mir-1family
chr12	27124672	27124679	mir-1family
chr12	27124981	27124988	mir-1family
chr12	92581303	92581310	mir-1family
chr12	116399272	116399279	mir-1family
chr12	19305850	19305857	mir-1family
chr12	124450960	124450967	mir-1family
chr12	74642500	74642507	mir-1family
chr12	72665913	72665920	mir-1family
chr12	72665913	72665920	mir-1family
chr13	33929494	33929501	mir-1family
chr13	39108050	39108057	mir-1family
chr13	49151346	49151353	mir-1family
chr13	52915660	52915667	mir-1family
chr13	78611365	78611372	mir-1family
chr13	89867439	89867446	mir-1family
chr13	89867439	89867446	mir-1family
chr13	95613481	95613488	mir-1family
chr13	20755733	20755740	mir-1family
chr13	33854571	33854578	mir-1family
chr13	33854571	33854578	mir-1family
chr13	50603505	50603512	mir-1family
chr14	19407696	19407703	mir-1family
chr14	19662826	19662833	mir-1family
chr14	19855023	19855030	mir-1family
chr14	19856913	19856920	mir-1family
chr14	46038256	46038263	mir-1family
chr14	59475816	59475823	mir-1family
chr14	59475816	59475823	mir-1family
chr14	59475816	59475823	mir-1family
chr14	62594196	62594203	mir-1family
chr14	64065669	64065676	mir-1family
chr14	70936224	70936231	mir-1family
chr14	71685821	71685828	mir-1family
chr14	71685833	71685840	mir-1family
chr14	88100905	88100912	mir-1family
chr14	95800410	95800417	mir-1family
chr14	95875477	95875484	mir-1family
chr14	95875477	95875484	mir-1family
chr14	101324783	101324790	mir-1family
chr14	105127645	105127652	mir-1family
chr14	106744469	106744476	mir-1family
chr14	106744469	106744476	mir-1family
chr14	70690839	70690846	mir-1family
chr14	75726731	75726738	mir-1family
chr14	95645256	95645263	mir-1family
chr14	103991721	103991728	mir-1family
chr15	24410070	24410077	mir-1family
chr15	24485147	24485154	mir-1family
chr15	30941261	30941268	mir-1family
chr15	40356750	40356757	mir-1family
chr15	44827238	44827245	mir-1family
chr15	62570103	62570110	mir-1family
chr15	89341114	89341121	mir-1family
chr15	96041101	96041108	mir-1family
chr15	96041101	96041108	mir-1family
chr15	42118245	42118252	mir-1family
chr15	74754396	74754403	mir-1family
chr15	96813104	96813111	mir-1family
chr15	96813104	96813111	mir-1family
chr15	96813104	96813111	mir-1family
chr15	96813104	96813111	mir-1family
chr15	99697885	99697892	mir-1family
chr15	75819529	75819536	mir-1family
chr15	75819529	75819536	mir-1family
chr15	75819529	75819536	mir-1family
chr15	75819529	75819536	mir-1family
chr15	25357526	25357533	mir-1family
chr16	9849207	9849214	mir-1family
chr16	9850640	9850647	mir-1family
chr16	23034696	23034703	mir-1family
chr16	32677592	32677599	mir-1family
chr16	32677592	32677599	mir-1family
chr16	32747231	32747238	mir-1family
chr16	34431363	34431370	mir-1family
chr16	50442349	50442356	mir-1family
chr16	52303119	52303126	mir-1family
chr16	58496133	58496140	mir-1family
chr16	66786428	66786435	mir-1family
chr16	70611426	70611433	mir-1family
chr16	73267794	73267801	mir-1family
chr16	81789522	81789529	mir-1family
chr16	81789522	81789529	mir-1family
chr16	81789522	81789529	mir-1family
chr16	81789522	81789529	mir-1family
chr16	89227815	89227822	mir-1family
chr16	1369256	1369263	mir-1family
chr16	1369256	1369263	mir-1family
chr16	2502769	2502776	mir-1family
chr16	15702364	15702371	mir-1family
chr16	30931997	30932004	mir-1family
chr16	57086639	57086646	mir-1family
chr16	57092348	57092355	mir-1family
chr16	57731827	57731834	mir-1family
chr16	68261034	68261041	mir-1family
chr16	68262259	68262266	mir-1family
chr16	80776190	80776197	mir-1family
chr16	54074397	54074404	mir-1family
chr16	33775870	33775877	mir-1family
chr16	33775870	33775877	mir-1family
chr16	87097586	87097593	mir-1family
chr17	3705505	3705512	mir-1family
chr17	26257196	26257203	mir-1family
chr17	33164972	33164979	mir-1family
chr17	33401020	33401027	mir-1family
chr17	66674893	66674900	mir-1family
chr17	81168618	81168625	mir-1family
chr17	81168618	81168625	mir-1family
chr17	4067268	4067275	mir-1family
chr17	9075014	9075021	mir-1family
chr17	10670310	10670317	mir-1family
chr17	10670310	10670317	mir-1family
chr17	19045545	19045552	mir-1family
chr17	19316190	19316197	mir-1family
chr17	29191419	29191426	mir-1family
chr17	31962016	31962023	mir-1family
chr17	37075060	37075067	mir-1family
chr17	73369722	73369729	mir-1family
chr17	74141072	74141079	mir-1family
chr17	74141072	74141079	mir-1family
chr17	73369722	73369729	mir-1family
chr17	7466826	7466833	mir-1family
chr17	28959633	28959640	mir-1family
chr17	10705445	10705452	mir-1family
chr17	70594322	70594329	mir-1family
chr17	5017527	5017534	mir-1family
chr17	5017527	5017534	mir-1family
chr17	5017527	5017534	mir-1family
chr17	76107231	76107238	mir-1family
chr18	1254632	1254639	mir-1family
chr18	6919869	6919876	mir-1family
chr18	10372311	10372318	mir-1family
chr18	34814670	34814677	mir-1family
chr18	40041924	40041931	mir-1family
chr18	42258759	42258766	mir-1family
chr18	48993354	48993361	mir-1family
chr18	52774418	52774425	mir-1family
chr18	74402699	74402706	mir-1family
chr18	74402699	74402706	mir-1family
chr18	76242712	76242719	mir-1family
chr18	76244843	76244850	mir-1family
chr18	3653470	3653477	mir-1family
chr18	6025177	6025184	mir-1family
chr18	19408990	19408997	mir-1family
chr19	5558617	5558624	mir-1family
chr19	15946658	15946665	mir-1family
chr19	16137525	16137532	mir-1family
chr19	23197992	23197999	mir-1family
chr19	23582458	23582465	mir-1family
chr19	23582458	23582465	mir-1family
chr19	28267978	28267985	mir-1family
chr19	29501644	29501651	mir-1family
chr19	29501644	29501651	mir-1family
chr19	29501644	29501651	mir-1family
chr19	35896552	35896559	mir-1family
chr19	36811342	36811349	mir-1family
chr19	36811342	36811349	mir-1family
chr19	48984603	48984610	mir-1family
chr19	57002980	57002987	mir-1family
chr19	57002980	57002987	mir-1family
chr19	29882426	29882433	mir-1family
chr19	46717854	46717861	mir-1family
chr20	7328251	7328258	mir-1family
chr20	48789465	48789472	mir-1family
chr20	48789465	48789472	mir-1family
chr20	48792822	48792829	mir-1family
chr20	48894509	48894516	mir-1family
chr20	10007292	10007299	mir-1family
chr20	13224856	13224863	mir-1family
chr20	837578	837585	mir-1family
chr21	16125745	16125752	mir-1family
chr21	20307924	20307931	mir-1family
chr21	22150979	22150986	mir-1family
chr21	22150979	22150986	mir-1family
chr21	22150979	22150986	mir-1family
chr21	26542039	26542046	mir-1family
chr21	33452720	33452727	mir-1family
chr21	33452720	33452727	mir-1family
chr21	44871826	44871833	mir-1family
chr21	44871826	44871833	mir-1family
chr21	35346417	35346424	mir-1family
chr21	35348337	35348344	mir-1family
chr21	42514174	42514181	mir-1family
chr21	46798216	46798223	mir-1family
chr22	17095717	17095724	mir-1family
chr22	17095717	17095724	mir-1family
chr22	17132555	17132562	mir-1family
chr22	17095717	17095724	mir-1family
chr22	18518847	18518854	mir-1family
chr22	20656854	20656861	mir-1family
chr22	21679286	21679293	mir-1family
chr22	21679286	21679293	mir-1family
chr22	21679286	21679293	mir-1family
chr22	21385737	21385744	mir-1family
chr22	32781473	32781480	mir-1family
chr22	46943128	46943135	mir-1family
chr22	49947628	49947635	mir-1family
chr22	49947696	49947703	mir-1family
chr22	18841249	18841256	mir-1family
chr22	18841249	18841256	mir-1family
chr22	18841249	18841256	mir-1family
chr22	45530473	45530480	mir-1family
chr22	45530473	45530480	mir-1family
chrX	41914033	41914040	mir-1family
chrX	73063544	73063551	mir-1family
chrX	41379403	41379410	mir-1family
chrX	43820077	43820084	mir-1family
chrX	129625351	129625358	mir-1family
chrY	9548191	9548198	mir-1family
chrY	9548191	9548198	mir-1family
chrY	9548191	9548198	mir-1family
chrY	24587142	24587149	mir-1family
chrY	24587142	24587149	mir-1family
chrY	7610840	7610847	mir-1family
chr1	324824	324831	let-7family
chr1	324824	324831	let-7family
chr1	324824	324831	let-7family
chr1	1078614	1078621	let-7family
chr1	3223570	3223577	let-7family
chr1	56197166	56197173	let-7family
chr1	65459057	65459064	let-7family
chr1	83562654	83562661	let-7family
chr1	106161477	106161484	let-7family
chr1	149262962	149262969	let-7family
chr1	156422870	156422877	let-7family
chr1	181159833	181159840	let-7family
chr1	199131682	199131689	let-7family
chr1	234664594	234664601	let-7family
chr1	234806574	234806581	let-7family
chr1	1357946	1357953	let-7family
chr1	31332274	31332281	let-7family
chr1	47034571	47034578	let-7family
chr1	47693556	47693563	let-7family
chr1	47696284	47696291	let-7family
chr1	53689665	53689672	let-7family
chr1	63175369	63175376	let-7family
chr1	120935681	120935688	let-7family
chr1	146649115	146649122	let-7family
chr1	154527207	154527214	let-7family
chr1	155018053	155018060	let-7family
chr1	155170071	155170078	let-7family
chr1	155170071	155170078	let-7family
chr1	155170071	155170078	let-7family
chr1	155170071	155170078	let-7family
chr1	165738383	165738390	let-7family
chr1	170430309	170430316	let-7family
chr1	171595681	171595688	let-7family
chr1	212024887	212024894	let-7family
chr1	212025065	212025072	let-7family
chr1	212024887	212024894	let-7family
chr1	212025065	212025072	let-7family
chr1	238090696	238090703	let-7family
chr1	49935675	49935682	let-7family
chr1	232079580	232079587	let-7family
chr1	71664656	71664663	let-7family
chr2	4700160	4700167	let-7family
chr2	4700160	4700167	let-7family
chr2	10162440	10162447	let-7family
chr2	20079665	20079672	let-7family
chr2	38690218	38690225	let-7family
chr2	67551879	67551886	let-7family
chr2	86118006	86118013	let-7family
chr2	105761240	105761247	let-7family
chr2	105761240	105761247	let-7family
chr2	111996580	111996587	let-7family
chr2	111996580	111996587	let-7family
chr2	151423477	151423484	let-7family
chr2	151451902	151451909	let-7family
chr2	199166052	199166059	let-7family
chr2	28609305	28609312	let-7family
chr2	28609305	28609312	let-7family
chr2	70312796	70312803	let-7family
chr2	178587866	178587873	let-7family
chr2	178587866	178587873	let-7family
chr2	182754528	182754535	let-7family
chr2	191746756	191746763	let-7family
chr2	237963735	237963742	let-7family
chr2	113983244	113983251	let-7family
chr3	10048214	10048221	let-7family
chr3	10048214	10048221	let-7family
chr3	40509187	40509194	let-7family
chr3	44710386	44710393	let-7family
chr3	163021014	163021021	let-7family
chr3	172312438	172312445	let-7family
chr3	177039609	177039616	let-7family
chr3	181671407	181671414	let-7family
chr3	181671407	181671414	let-7family
chr3	181671407	181671414	let-7family
chr3	181671407	181671414	let-7family
chr3	181671407	181671414	let-7family
chr3	181671407	181671414	let-7family
chr3	29975487	29975494	let-7family
chr3	50193400	50193407	let-7family
chr3	50193400	50193407	let-7family
chr3	51908421	51908428	let-7family
chr3	132469295	132469302	let-7family
chr3	54667755	54667762	let-7family
chr3	50255786	50255793	let-7family
chr3	50255786	50255793	let-7family
chr3	50255786	50255793	let-7family
chr3	18788728	18788735	let-7family
chr4	13978684	13978691	let-7family
chr4	14912112	14912119	let-7family
chr4	29049686	29049693	let-7family
chr4	105864786	105864793	let-7family
chr4	119551693	119551700	let-7family
chr4	119554435	119554442	let-7family
chr4	142246410	142246417	let-7family
chr4	148496685	148496692	let-7family
chr4	148515672	148515679	let-7family
chr4	158496316	158496323	let-7family
chr4	158496316	158496323	let-7family
chr4	158496316	158496323	let-7family
chr4	647727	647734	let-7family
chr4	647727	647734	let-7family
chr4	16402124	16402131	let-7family
chr4	17632917	17632924	let-7family
chr4	178544904	178544911	let-7family
chr4	139099282	139099289	let-7family
chr5	1006520	1006527	let-7family
chr5	21325597	21325604	let-7family
chr5	57191525	57191532	let-7family
chr5	117858372	117858379	let-7family
chr5	126814039	126814046	let-7family
chr5	127359566	127359573	let-7family
chr5	169625549	169625556	let-7family
chr5	180751439	180751446	let-7family
chr5	180751439	180751446	let-7family
chr5	79363305	79363312	let-7family
chr5	156802806	156802813	let-7family
chr5	173008242	173008249	let-7family
chr5	179090072	179090079	let-7family
chr5	479947	479954	let-7family
chr5	479947	479954	let-7family
chr6	4494565	4494572	let-7family
chr6	10434793	10434800	let-7family
chr6	10434793	10434800	let-7family
chr6	30807596	30807603	let-7family
chr6	123391994	123392001	let-7family
chr6	161119553	161119560	let-7family
chr6	166362012	166362019	let-7family
chr6	166362012	166362019	let-7family
chr6	112613591	112613598	let-7family
chr6	30780860	30780867	let-7family
chr7	3126017	3126024	let-7family
chr7	22629369	22629376	let-7family
chr7	22631199	22631206	let-7family
chr7	41004473	41004480	let-7family
chr7	41006233	41006240	let-7family
chr7	49293471	49293478	let-7family
chr7	56602107	56602114	let-7family
chr7	128506799	128506806	let-7family
chr7	183811	183818	let-7family
chr7	1083077	1083084	let-7family
chr7	27281206	27281213	let-7family
chr7	28280924	28280931	let-7family
chr7	29028387	29028394	let-7family
chr7	39740189	39740196	let-7family
chr7	98645303	98645310	let-7family
chr7	98645303	98645310	let-7family
chr7	143891969	143891976	let-7family
chr7	144040276	144040283	let-7family
chr7	39831441	39831448	let-7family
chr7	124826379	124826386	let-7family
chr7	149477942	149477949	let-7family
chr7	149477942	149477949	let-7family
chr7	130630475	130630482	let-7family
chr7	130630475	130630482	let-7family
chr8	12270480	12270487	let-7family
chr8	20886445	20886452	let-7family
chr8	54302407	54302414	let-7family
chr8	56450849	56450856	let-7family
chr8	56453669	56453676	let-7family
chr8	58265104	58265111	let-7family
chr8	65294268	65294275	let-7family
chr8	65294268	65294275	let-7family
chr8	68256507	68256514	let-7family
chr8	74271452	74271459	let-7family
chr8	104480279	104480286	let-7family
chr8	11203705	11203712	let-7family
chr8	27612124	27612131	let-7family
chr8	75545508	75545515	let-7family
chr8	91661684	91661691	let-7family
chr8	128433382	128433389	let-7family
chr8	128433382	128433389	let-7family
chr8	30608988	30608995	let-7family
chr8	30608988	30608995	let-7family
chr8	30608988	30608995	let-7family
chr8	30608988	30608995	let-7family
chr8	30608988	30608995	let-7family
chr8	30608988	30608995	let-7family
chr8	30608988	30608995	let-7family
chr8	30608988	30608995	let-7family
chr8	143741762	143741769	let-7family
chr9	10618506	10618513	let-7family
chr9	33603376	33603383	let-7family
chr9	33603376	33603383	let-7family
chr9	42470573	42470580	let-7family
chr9	42470573	42470580	let-7family
chr9	42470573	42470580	let-7family
chr9	42470573	42470580	let-7family
chr9	42470573	42470580	let-7family
chr9	42470573	42470580	let-7family
chr9	42470573	42470580	let-7family
chr9	42470573	42470580	let-7family
chr9	42470573	42470580	let-7family
chr9	42470573	42470580	let-7family
chr9	89603805	89603812	let-7family
chr9	22065722	22065729	let-7family
chr9	22065722	22065729	let-7family
chr9	125167038	125167045	let-7family
chr9	100053654	100053661	let-7family
chr9	100053654	100053661	let-7family
chr9	100077180	100077187	let-7family
chr9	100053654	100053661	let-7family
chr9	100077180	100077187	let-7family
chr9	100053654	100053661	let-7family
chr9	100077180	100077187	let-7family
chr9	100053654	100053661	let-7family
chr9	100077180	100077187	let-7family
chr10	2048281	2048288	let-7family
chr10	4277905	4277912	let-7family
chr10	38072969	38072976	let-7family
chr10	82413391	82413398	let-7family
chr10	102951157	102951164	let-7family
chr10	130757926	130757933	let-7family
chr10	29771965	29771972	let-7family
